text,num_pages,category
"R.2022.06.30.31 OO Page 1/20 RAPPORT EliteInspection D'INSPECTION N° R.2022.06.30.31 FICHE BAR-TH-164 Vérifiez l'authenticité de ce rapport en scannant le QRCode ci-dessus Rénovation thermique globale d'une maison individuelle existante Accréditation COFRAC N°3-1696 Portée disponible sur le site www.cofrac.fr Date de fin de validité de l'accréditation 30/09/2023 SATISFALSANT OULOGNE-BILLANCOURT, le 30/06/2022 LIEU D'INTERVENTION CLIENT RSE ENERGIE MEKNACI NORA 4 ALLEE DES GARAYS 1 AVENUE DE MONTEVRAIN 91120 PALAISEAU 77144 MONTEVRAIN ELITE QUALITY INSPECTION 31 Av. du Général Leclerc 92100 BOULOGNE-BILLANCOURT SIREN N°851 955 005 - RCS de NANTERRE EQI_9.09.6 Ce rapport ne peut être reproduit que dans son intégralité",20,cofrac
"1. CARACTRESTIQUES PRINCIPALES : Désignation Valeur Type de bâtiment Maison individuelle Année de construction 1950 Typologie (nombre de pièces) T5 Surface habitable 121 m² Surface de SHON 121 m² Altitude 77 m Station météo de référence ANGOULEME DJU 2136 Zone climatique H2b Température de confort 21 °C Nombre d'habitants 1 Nature du chauffage existant Chaudière FIOUL État de la chaudière Moyen état Ancienneté de la chaudière 52 ans Ventilation Par infiltration naturelle État de ventilation / État des ponts thermiques Ponts thermiques détectés au niveau des murs Étanchéité à l'air Problème d' étanchéités détectés au niveau de la toiture 1.1 LOCALISATION : Bureau d' Études & d' Ingénierie Thermique, Sarl au capital de 10000 € Inscrit au RCS de PARIS Siret : 82220387300044 - APE 7112 B siège au 62 Bis Av Henri Ginoux 92120 MONTROUGE ontact@kynan-ingenierie.fr GEAUFFROY Odette N° DE DOSSIER : TH-164 01771",175,audit
fiber energy ATTESTATION SUR L'HONNEUR Je soussigné(e) Monsieur/Madame GEAUFFROY ODETTE Atteste sur l'honneur que je demeure au 353 RUE RU F.IEF. DU.ROC 16110 - LA ROCHETTE Fait pour servir et valoir ce que de droit. Fait a : LA ROCHETTE Date : 04/04/2022 Signature : Rd FIBER ENERGY SASU AU CAPITAL DE 1 000€ -47 ROUTE DE SABLE 53290 SAINT DENIS D'ANJOU N°SIRET 849 320 239 00023 -N°TVA INTRA. FR 37 849 320 239 Assuré par SMA BTP N° H20475H Tel. : 09 70 18 34 34,1,justificatif_domicile
"R.2022.04.29.45 RAPPORT D'INSPECTION Page 3/14 RENOVATION GLOBALE D'UNE MAISON INDIVIDUELLE CONCLUSION PORTANT SUR LE CLASSEMENT DE L'OPERATION Conforme Non Conforme Non Vérifiable * * Cf ""Constat sur la réalisation des travaux"" VERIFICATION DES CONDITIONS D'ELIGIBILITE Satisfaisant Non Satisfaisant Maison individuelle existante de plus de 2 ans à la date d'engagement de Oui Non l'opération Année de construction du bâtiment déclarée par le bénéficiaire 1970 Après opération, il existe encore des équipements de Oui Non Sans objet chauffage ou de production d'eau chaude sanitaire au charbon ou au fioul non performants (toute technologie autre qu'à condensation) CONSTAT SUR LA REALITE DES TRAVAUX DE RENOVATION Satisfaisant Non Satisfaisant Non Vérifiable La zone de travaux est accessible et les travaux ont été réalisés La zone de travaux est accessible et manifestement les travaux n'ont pas été réalisés La zone de travaux est accessible et les travaux n'ont été réalisés que partiellement La zone de travaux est inaccessible du fait de son aménagement Bénéficiaire absent ou accès refusé LISTE DES TRAVAUX NON REALISES ET PREVUS DANS L'ETUDE ENERGETIQUE Pompe à chaleur Chauffe eau thermodynamique Isolation des murs extérieurs Ce rapport ne peut être reproduit que dans son intégralité",14,cofrac
impots.gouv.fr L'administration fiscale certifie l'authenticité du document présenté pour les données suivantes : Impôt 2021 sur les revenus de l'année 2020 Déclarant 1 Déclarant 2 Nom MEKHELFI HAP Nom de naissance MEKHELFI HAP Prénom(s) SARAH XAVIER Date de naissance 19/08/1973 25/11/1969 Adresse déclarée au 1er janvier 2021 26 TER 26T RUE DE LA CROIX BOISSEE 91760 ITTEVILLE Date de mise en recouvrement de l'avis d'impôt 31/07/2021 Date d'établissement 06/07/2021 Nombre de part(s) 3.00 Situation de famille Marié(e)s Nombre de personne(s) à charge 2 Revenu brut global 69 618 € Revenu imposable 69 456 € Impôt sur le revenu net avant corrections 5 556 € Montant de l'impôt 5 556 € Revenu fiscal de référence 69 456 € Ministère de l'Économie et des Finances Numéro fiscal 2142882245168 Référence avis 2191006490620,1,impots
"ENERGIE DEVIS 2021-1098 du 06/08/2021 MME BOUZIOUX MARIE FLORE Détail Quantité P.U TTC Total TTC TVA d'isolation mentionné ci-dessus dans le paragraphe : BAR-TH-164 : Forfait fourniture d'isolant pour comble perdu - Déroulé Mise en œuvre de l'isolant conforme au DTU 45.10 - Mise en place d'une isolation thermique des murs par l'extérieur Surface à isoler : 330,00 m2 Produit murs extérieur, Marque KNAUF, Référence THERM ITEX TH 38 SE, Epaisseur 120 mm Résistance thermique 3,7 m².K/W Respect de la norme RT 2012 Certification Acermi 03/007/178 Norme 3.7 Travaux sous-traités auprès de l'entreprise H2O EFFICIENCY, 29 B DU MORT RU 91310 LONGPONT-SUR-ORGE, représentée par OUADFEL HABIB, SIRET 82112807100015, Certificat rge Numéro E- E164785 valable jusqu'au 24/04/2022 Date de la visite technique : 04/08/2021 THERM ITEX TH 38 SE 330,00 98,66 € 32557,80 € 5,50 % Isolant : Marque Knauf Ref. : THERM ITEX TH 38 SE Epaisseur : 140mm Résistance thermique : 3.7m² K/W ACERMI : 03/007/178 Accessoire : - Visserie - Menuiserie - Ossature métallique - Colle et mortier - Enduit - Finition ou équivalent Main d'œuvre Isolation des murs par l'extérieur 330,00 m² 47,00 E 15510,00 E 5,50% Le forfait comprend : - Nettoyage de la façade avant l'intervention - Montage et Démontage d'échafaudage - Démontage des volets - Mise en place d'un profilé de départ et d'arrêt - Mise en place d'une colle mortier hydraulique - Mise en place de l'isolant - Renfort des contours de fenêtre - Mise en place d'une toile de verre - Mise en place d'un primaire d'accrochage - Mise en place d'un revêtement de finition - Nettoyage et mise en benne des déchets liés à l'installation - Mise en place d'une isolation thermique des murs par l'intérieur Produit murs intérieur, Marque ISOVER, Référence GR 032, Epaisseur 120 mm Résistance thermique 3,75 m².K/W Respect de la norme RT 2012 Certification Acermi 02/018/100 Norme R3.75 Matériel(s) fourni(s) et mis en place par notre société RSE ENERGIE, SIRET 52528997100034, Certificat rge Numéro E-E176254 attribué le 01/01/2021 valable jusqu'au 10/12/2022 Date de la visite technique : 04/08/2021 GR 032 80,00 36,99 € 2 959,20 € 5,50 % Fourniture de l'isolant pour l'isolation des murs en laine minérale : Marque : Isover - Référence : GR 032 - Certification ACERMI : 02/018/100 - valide jusqu'au : 31/12/2023 Conductivité thermique certifiée : D = 0,032 W/(m.K) - Résistance thermique : 3.75m².K/W Épaisseur : 120mm - Réaction au feu : Euroclasse F - Tolérance d'épaisseur : T3 Absorption d'eau à court terme par immersion partielle : WS - Capacité Thermique Massique : 840 J/(Kg.K) Résistance à l'écoulement de l'air : AFr15 Fourniture du complexe de placoplâtre comprenant : Rails : Marque : Isopratic - Référence : C 48/30 - Modèle : C483 - Longueur : 3,00m - Qualité : DX51D Galvanisé Z140 - Epaisseur de la tôle : 0,55mm +1 0,05mm Montant : Marque : Isopratic - Référence : M 48/35 - Modèle : M483 - Longueur : 3,00m - Qualité : DX51D - Galvanisé : Z140 Epaisseur de la tôle : 0,60mm + 0,05mm Plaque de Plâtre : Marque RSE ENERGIE - SARL AU CAPITAL DE 100 000,00 € 4 ALLÉE DES GARAYS - 91120 PALAISEAU 2/4 R,C.S EVRY 525 289 971 - TVA FR6852589971 - SIRET 52528997100034",4,devis
"RGE KYNAN OPOiBi Bureau d'études Technique & Ingénierie Fluides et Thermique L'INGÉNIERIE \QUALIFIÉE Efficacité énergétique Audit Énergétique d'une Maison Individuelle Certificat de Qualification RGE ETUDE OPQIBI KYNAN INGENIERIE : 21 08 4429 Propriétaire : TROUART Clement Adresse : LA BARETTERIE 45130 HUISSEAUX SUR MAUVES E-mail : clement.trouart@icloud.com Tél : 06-88-49-72-43 Date de visite : 05/08/2021 Modification : - Version : 1.0 Technique : VIVIEN MOUNTOU BAO EVOLUTION SED POODOBIL Le logiciel utilisé pour le calcul des déperditions "" BAO Version 2.0.46 "" de PERRENOUD , l' étude est réalisé selon la méthodologique 16247 1.2012 et 16247-2.2014 1 Bureau d' Études & d' Ingénierie Thermique, Sarl au capital de 10000 € Inscrit au RCS de PARIS Siret : 82220387300044 - APE 7112 B siège au 62 Bis Av Henri Ginoux 92120 MONTROUGE ontact@kynan-ingenierie.fr TROUART CLEMENT N° DE DOSSIER : TH-164 5213",227,audit
"RGE KYNAN OPOiBi Bureau d' études Technique & Ingénierie Fluides et Thermique L'INGÉNIERIE \QUALIFIÉE Efficacité énergétique Audit Énergétique d'une Maison Individuelle Certificat de Qualification RGE ETUDE OPQIBI KYNAN INGENIERIE : 21 08 4429 Propriétaire : MEKNACI Nora Adresse : 1 AVENUE DE MONTEVRAIN 77144 MONTEVRAIN E-mail : o.meknaci@hotmail.fr Tél : 06-13-10-09-35 Date de visite : 03/08/2021 Modification : - Version : 1.0 Technique : VIVIEN MOUNTOU BAO EVOLUTION SED POOMODUI Le logiciel utilisé pour le calcul des déperditions "" BAO Version 2.0.46 "" de PERRENOUD , l' étude est réalisé selon la méthodologique 16247 1.2012 et 16247-2.2014 1 Bureau d' Études & d' Ingénierie Thermique, Sarl au capital de 10000 € Inscrit au RCS de PARIS Siret : 82220387300044 - APE 7112 B siège au 62 Bis Av Henri Ginoux 92120 MONTROUGE ontact@kynan-ingenierie.fr MEKNACI NORA N° DE DOSSIER : TH-164 5229",236,audit
"KKYNAN OPOiBi Bureau D'Etudes Technique & Ingénierie Fluides et Thermique La société KYNAN INGENIERIE propose ses services en tant qu'assistant à maitrise d' ouvrage pour la réalisation du projet de rénovation globale de votre logement. Dans ce cadre, KYNAN INGENIERIE assurera le suivi des travaux jusqu'à leur réception. En s' appuyant sur l'audit énergétique n° TH164-03027 réalisé le 04/08/2021, vous trouverez ci-après nos propositions de choix techniques, de professionnels RGE, ainsi qu'un plan de financement détaillé intégrant les aides auxquelles vous pouvez prétendre, associé à un calendrier de paiement. Scénario 1 Éligible au Coup De Pouce Rénovation Globale Travaux 1 préconisés : Installation d' une pompe à chaleur Air/eau de marque : HITACHI model : PAC air/eau Marque : Hitachi Réf : YUTAKI S80 16KW TRI / UE: RAS-6WHNPE (COP : 4.6) Nous vous conseillons l'installateur: RGE RSE ENERGIE/QPAC/63711 Travaux 2 préconisés : Installation d' un chauffe-eau thermodynamique à accumulation MODEL : YUTAMPO R32 TAW-270RHC CAPACITE 270L ACIER INOXIDABLE (COP 3.2) Nous vous conseillons l'installateur : RGE RSE ENERGIE/QPAC/63711 Travaux 3 préconisés : Isolation thermique de la toiture de marque KNAUF - Référence : RT PLUS 032, Epaisseur 200mm ayant une résistance thermique de (6.3m2/w) Nous vous conseillons l'installateur RSE ENERGIE/E-E176254 Travaux 4 préconisés Isolation thermique du plancher bas avec parement de marque KNAUF, Référence XTherm Réno SE, Epaisseur 96mm ayant une résistance thermique de (3m2/w) Nous vous conseillons l'installateur : RSE ENERGIE/E-E176254 Plan de financement 1 Montant de la prime CEE 28 649.21 € Estimation du cout du projet 28 650.22€ Reste à charge du bénéficiaire 1€ Je soussigné Mme MEKHELFI SARAH reconnait avoir été informé de cette proposition d' assistance à la maîtrise d' ouvrage avant la signature de mon devis et vous informe de ma décision : D'accepter cette proposition Signature : of Sum De refuser cette proposition Scénario 2 - Éligible au Coup De Pouce Rénovation Globale Travaux 1 préconisés : Installation d' une chaudière à pellet de marque : OKOFEN model OKOFEN CONDENS Rendement : 107,3% Nous vous conseillons l'installateur : MERYSOL - N° de RGE E-E188324 Travaux 2 préconisés : Installation d' un Ballon thermodynamique de marque : Hitachi model : JZGG3OLVEE-MO-X (COP 3.2 ) Nous vous conseillons l'installateur : MERYSOL N° de RGE : E-E188324 Travaux 3 préconisés : Isolation thermique des rampants avec parement de marque KNAUF model : RT PLUS 032 ayant une résistance thermique de (6,30m2/w) Nous vous conseillons l'installateur MERYSOL N° de RGE : E-E188324 Travaux 4 préconisés : Isolation thermique des murs avec parement de marque ISOVER model : GR032 ayant une résistance thermique de (3,75m2/w) Nous vous conseillons l'installateur : MERYSOL N° de RGE : E-E188324 Travaux 5 préconisés : Installation d'une isolation thermique du plancher bas de marque : KNAUF modèle XTherm Réno SE 032 ayant une résistance thermique de (3,00m2/w). Nous vous conseillons l'installateur MERYSOL N° de RGE E-E188324 Travaux 6 préconisés : Remplacement des menuiseries en PVC et double vitrage. Nous vous conseillons l'installateur : MERYSOL N° de RGE : E-E188324 Plan de financement 1 Montant de la prime CEE 27 918. 02 € Estimation du cout du projet 35 700 € Reste à charge du bénéficiaire 7782 € * Si vous choisissez le Scénario 2 nous pouvons vous accompagner dans l'obtention d'une subvention auprès de MaPrimeRenov' allant Jusqu'à 20 000,00 € en moyenne pour votre projet. Je soussigné : Mme MEKHELFI SARAH reconnaît avoir été informé de cette proposition d' assistance à la maîtrise d' ouvrage avant la signature de mon devis et vous informe de ma décision : D'accepter cette proposition Signature : De refuser cette proposition Bureau d' Etudes & d' 'Ingénierie Thermique, Sarl au capital de 10000 € Inscrit au RCS de PARIS Siret : 82220387300044 - APE 7112 B siège au 62 Bis Av Henri Ginoux 92120 MONTROUGE contactekynan-ingenierie.fr",6,amo
,2,liste_entreprises
impots.gouv.fr L'administration fiscale certifie l'authenticité du document présenté pour les données suivantes : Impôt 2021 sur les revenus de l'année 2020 Déclarant 1 Déclarant 2 Nom MOUSSA MEDIOUNA Nom de naissance MOUSSA MEDIOUNA Prénom(s) ABDELAZIZ NAIMA Date de naissance 11/01/1974 10/11/1975 Adresse déclarée au 1er janvier 2021 ZAC DE LA RENEUSE 1 RUE TASLIMA NASREEN 77290 MITRY MORY Date de mise en recouvrement de l'avis d'impôt 31/07/2021 Date d'établissement 08/07/2021 Nombre de part(s) 5.50 Situation de famille Marié(e)s Nombre de personne(s) à charge 4 Revenu brut global 53633 € Revenu imposable 48 433 € Impôt sur le revenu net avant corrections 1 € Montant de l'impôt Non imposable Revenu fiscal de référence 48 442 € Ministère de l'Économie et des Finances Numéro fiscal 0497211186010 Référence avis 2177A12752434,1,impots
"K KYNAN I N G É N I E R I E BUREAU D'ETUDE KYNAN INGENIERIE 62 Bis Avenue Henri Ginoux 92120 MONTROUGE Tel : 01 72 69 01 88 Email : contact@kynan-ingenierie.fr AUDIT ÉNERGÉTIQUE Nordine KHAFIF N° DE DOSSIER : TH-164 5070 Objet du présent document d'audit Audit énergétique a été établie à la demande du bénéficiaire, afin de l'accompagner dans son projet de rénovation énergétique globale.. RGE OPOiBi BAO L'INGÉNIERIE QUALIFIÉE EVOLUTION SED Efficacité énergétique ENR a a M a D LI 1 Bureau di Études & d'Ingénierie Thermique, Sarl au capital de 10000 € Inscrit au RCS de PARIS Siret : 82220387300044 - APE 7112 B siège au 62 Bis Av Henri Ginoux 92120 MONTROUGE contact@kynan-ingenierie.fr Nordine KHAFIF N° DE DOSSIER : TH-164 5070",213,audit
"REF ENERGIE FACTURE : 2021-0004 du 30/08/2021 M. DENIS JEAN PAUL Détail Quantité P.U TTC Total TTC TVA personnalisé. - Dépose de l'ancien Système de Chauffage 1,00 U 0,00 € 0,00 € 5,50% Dépose de l'ancienne Chaudière et mise en décharge Termes et conditions CEE Les travaux ou prestations objet du présent document donneront lieu à une contribution financière de TotalEnergies Electricité et Gaz France versée par TotalEnergies Electricité et Gaz France dans le cadre de son rôle actif et incitatif sous forme de prime, directement ou via son mandataire VERTIGO, sous réserve de l'engagement de fournir exclusivement à TotalEnergies Electricité et Gaz France les documents nécessaires à la valorisation des opérations au titre du dispositif des Certificats di l'Economies di 'Energie et sous réserve de la validation de l'éligibilité du dossier par TotalEnergies Electricité et Gaz France puis par l'autorité administrative compétente. Le montant de cette contribution financière, hors champ d'application de la TVA, est susceptible de varier en fonction des travaux effectivement réalisés et du volume des CEE attribués à l'opération et est estimé à 27 435,92 € Le client accepte que RSE ENERGIE collecte et traite ses données à caractère personnel pour les besoins du dépôt d'un dossier CEE sur le registre EMMY conformément aux dispositions réglementaires en vigueur et qu'il communique ces données à TotalEnergies Electricité et Gaz France à des fins de contrôle de la conformité des opérations réalisées chez le client. TotalEnergies Electricité et Gaz France s'engage à respecter la réglementation française et européenne relative à la protection des données à caractère personnel. Total H.T 27 584,80 € Remise - -1 000,00 € Net H.T 26 584,80 € Total TVA 5,5% 1 462,16 € Total TTC 28 046,96 € Prime CEE * 27 435,92 € Reste à payer 611,04 € Mode de paiement : Chèques, virement ou espèce RSE ENERGIE - SARL AU CAPITAL DE 100 000,00 € 4 ALLÉE DES GARAYS - 91120 PALAISEAU 5/5 R.C.S EVRY 525 289 971 - TVA FR6852589971 - SIRET 52528997100034",5,facture
"REF ENERGIE FACTURE : 2021-0043 du 30/08/2021 M. MOUSSA ABDELAZIZ Détail Quantité P.U TTC Total TTC TVA - Dépose et remplacement d'une chaudière Fioul, autre qu'à condensation Matériel(s) fourni(s) et mis en place par notre société RSE ENERGIE, SIRET 52528997100034, Certificat rge Numéro QPAC/63711 attribué le 01/04/2021 valable jusqu'au 01/04/2022 Date de la visite technique : 06/08/2021 ATLANTIC ALFEA EXCELLIA 16 KW TRI COMBI 1,00 19 378,00 € 19378,00 € 5,50 % Production 'eau chaude sanitaire pour toute la famille intégrée Kit rafraîchissement disponible avec émetteurs compatibles Régulation Inverter qui optimise la consommation de la PAC Recours aux énergies renouvelables en utilisant les calories de l'air extérieur Référence : 526 325 Contenance ballon ecs : 190 L COP +7 °C/ +35 °C : 4.10 Longueur : 990 mm Largeur : 1.19 m Hauteur : 1.83 m Main d'œuvre et mise en service d'une pompe à chaleur Air/Eau 1,00 U 3 428,70 € 3 428,70 € € 5,50% Installation : Installation du module intérieur - Installation du module extérieur - Liaison hydraulique Liaison frigorifique - Raccord des liaisons a l'existant - Câblage d'alimentation Câblage connexion électrique - Protection disjoncteur différentiel Purge des radiateurs - Équilibrage du réseau de chauffage central Désembouage du système Mise en service & Programmation : Contrôle du positionnement des appareils - Contrôle du circuit hydraulique et de son étanchéité Raccord du circuit frigorifique / Mise sous pression d'azote - Tire au vide Contrôle de l'étanchéité du circuit frigorifique - Contrôle du raccordement des condensats Contrôle du circuit électrique (conforme NF C15 100) - Mise en service et contrôle du fonctionnement Réglage des paramètres d'utilisation - Démonstration complète des différentes fonctions Garantie : Mise en service et Test par constructeur avec Extension de Garantie Garantie main d'œuvre 1ère année : Aucune facturation au client, Main d'œuvre illimité, SAV Express, 2ème année : Garantie main d'œuvre sur pièce à changer seulement Garantie Constructeur Pièces : 2 ans pièces + 1 an SAV total garantie 3 ans pièces - Installation d'un appareil indépendant de chauffage au bois Poêle fonctionnant au bois sous forme de granulés. - Dépose et remplacement d'un équipement indépendant de chauffage Fioul (hors chaudière) L'appareil possède le label flamme verte 7*. Marque DFF Réf : POELE KIARA 8 kW Matériel(s) fourni(s) et mis en place par notre société BIO SERVICES, SIRET 82111919500013, Certificat rge Numéro QB/53445 attribué le 16/09/2020 valable jusqu'au 16/09/2021 Date de la visite technique : 06/08/2021 POELE KIARA 8 kW 1,00 0,00 € 0,00 € 0,00 % MARQUE/REFERENCE : DFF / KIARA 8 kW - Sortie fumées arrière RSE ENERGIE - SARL AU CAPITAL DE 100 000,00 € 4 ALLÉE DES GARAYS - 91120 PALAISEAU 3/4 R.C.S EVRY 525 289 971 - TVA FR6852589971 - SIRET 52528997100034",4,facture
"ENERGIE DEVIS : 2021-1104 M. TROUART CLEMENT Numéro Client : RSE-2021-1104 LA BARETTERIE Date de devis : 09/08/2021 45130 HUISSEAUX SUR MAUVES Date de visite préalable : 06/08/2021 Tél : 06-88-49-72-43 Adresse des travaux : LA E-mail : clement.trouart@icloud.com BARETTERIE 45130 HUISSEAUX Zone H1 Précarité : Précaire SUR MAUVES Type de chauffage : Combustible / Fioul Parcelle cadastrale : 000/YA/0001 Type de logement : Maison individuelle / 329 m² Détail Quantité P.U TTC Total TTC TVA BAR-TH-164 : Rénovation globale d'une maison individuelle de surface habitable (Shab) 329 m², ayant un équipement de production de chaleur utilisant du Fioul. L'audit énergétique a été réalisée le 05/08/2021 par le bureau d'étude KYNAN TRAVAUX ET INGENIERIE, n° SIRET 82220387300044, n° RGE étude 21 08 4429 sous la référence TH-164 5213, en utilisant le logiciel BAO, version 2.046. Le logiciel utilise un moteur de calcul validé par le CSTB, le CEREMA qui prend en compte les 3 usages suivants : Chauffage - Eau chaude sanitaire - Climatisation. La formule de calcul est : (Cef initial - Cef projet) x Shab X Coefficient de bonification Coup de Pouce Caractéristiques du bâtiment données par l'étude énergétique : * Cef initial : 712,50 kWh/m2.ar Cef projet : 55,80 kWh/m².an (Consommation conventionnelle en Energie Finale avant et après les travaux de rénovations) * Cep initial : 738,10 kWh/m².an Cep projet : 143,95 kWh/m².a (Consommation conventionnelle en Energie Primaire avant et après les travaux de rénovations) - Gain énérgetique du projet par rapport à la consommation conventionnelle en énergie primaire avant travaux : 80,5 %. - Travaux incluant le changement de tous les équipements de production de chaleur (chauffage ou Eau Chaude Sanitaire) au charbon ou au fioul non performants (toutes technologies autre qu'à condensation). - Les émissions de gaz à effet de serre (kgeqCO2/m²) après rénovation sont inférieures ou égales à la valeur initiale de ces émissions avant travaux. - Les équipements de production de chaleur chauffage ou ECS installés utilisent 50 % d'énergie renouvelable et de récupération (EnR&R). Travaux réalisés : Mise en place d'une isolation thermique en combles perdus Produit déroulé, Marque URSA, Référence URSA P-M1021, Epaisseur 280 mm Résistance thermique 7 m².K/W évaluée selon la norme NF EN 12664, la norme NF EN 12667 ou la norme NF EN 12939 pour les isolants non réfléchissants Respect de la norme RT 2012 Certification Acermi 02/083/012 Norme R7 - Aucun aménagement n'a été fait Matériel(s) fourni(s) et mis en place par notre société RSE ENERGIE, SIRET 52528997100034, Certificat rge Numéro E-E176254 attribué le 01/01/2021 valable jusqu'au 10/12/2022 Date de la visite technique : 05/08/2021 URSA P-M1021 15,00 26,00 € 390,00 € 5,50% Fourniture de l'isolant pour l'isolation des combles perdus par rouleaux en laine minérale : Marque : Ursa - Référence : P-M1021 - Certification ACERMI : 02/083/012 - valide jusqu'au : 31/12/2023 Conductivité thermique certifiée : D = 0.040 W/(m.K) - Résistance thermique : 7.00m².K/W Épaisseur : 280mm - Réaction au feu : Euroclasse F - Tolérance d'épaisseur : T1 Transmission de vapeur d'eau Z1 Fourniture du complexe d'isolation comprenant : Repérage des boitiers électrique par une affichette Mise en place des écarts au feux si cheminée existante et fonctionnelle ou équivalent Main d'œuvre d'une isolation pour comble perdu - Déroulé 15,00 m² 9,99 € 149,85 € 5,50 % Mise en œuvre de l'isolant mentionné ci-dessus dans le paragraphe : BAR-TH-164 : Forfait fourniture d'isolant pour comble perdu - Déroulé Mise en œuvre du complexe RSE ENERGIE - SARL AU CAPITAL DE 100 000,00 € - 4 ALLÉE DES GARAYS - 91120 PALAISEAU 1/4 R.C.S EVRY 525 289 971 - TVA FR6852589971 - SIRET 52528997100034",4,devis
"RGE KIKYNAN OPOiBi Bureau D'Etudes Technique & Ingénierie Fluides et Thermique L'IMSENIERIE CONTRAT D'ASSISTANCE A MAITRISE D'OUVRAGE (AMO) Accompagnement à la rénovation énergétique d'un logement Propriétaire Occupant Entre les soussignés, D'une part le client Agissant pour son propre compte ou en qualité de représentant, ci-après dénommé "" Le maître de l'ouvrage "" Mr ou Mme : GEAUFFROY ODETTE Tel: 06-09-76-60-01 Mail : g.alain72@gmail.com Adresse : 353 RUE DU FIEF DU ROC Code postale : 16110 Ville : LA ROCHETTE Surface habitable : 121m2 Chauffage avant travaux : COMBU / FIOUL Surface des murs a isoler : 0 m2 Et, Ci-après dénommé "" L'assistant à maîtrise d'ouvrage "" La société KYNAN INGENIERIE, Société à Responsabilité Limité au capital de 10000 euros dont le siège social se situe au 62 Bis Av Henri Ginoux, 92120 MONTROUGE immatriculée au RCS de Paris sous le Siret 822 : 203 873 00044. La réception des courriers et l'accueil clientèle est assuré dans notre siège au 62 Bis Avenue Henri Ginoux ,92120 MONTROUGE (Rez-De-Chaussée) du lundi au vendredi de 10h à 12h puis de 13h30 à 18h30 sur rdv préalablement fixé au 01.72.69.01.88 ou par mail à l'adresse suivante : contact@kynan-ingenierie.fr Représentée par Mr MOUNTOU Vivien son gérant. Il est convenu ce qui suit : KYNAN INGENIERIE est un bureau d' Ingénierie et d'études techniques agissant en tant qu'Assistant à Maîtrise d'Ouvrage pour des travaux de rénovation énergétique auprès des entreprises, collectivités et des particuliers principalement. Son rôle est d'accompagner le maître d'ouvrage dans ses travaux d'amélioration de l'habitat ou des bâtiments par la rénovation globale et énergétique. Le présent contrat à vocation à régir les rapports entre le maître d'ouvrage Mme GEAUFFROY ODETTE et l'assistant à maîtrise d'ouvrage (AMO) KYNAN INGENIERIE. Article 1 - OBJET DU CONTRAT Le contrat a pour objet de confier une mission d'assistance à maîtrise d'ouvrage en vue de la réalisation des travaux de rénovation globale et énergétique pour l'amélioration de l'habitat particulièrement ou des Bâtiments. Cette mission comporte la réalisation des prestations principales suivantes : - Visite et état des lieux technique du logement intégrant l'usage du logement fait par ses occupants. - Un logement en résidence principale ou locative situé à 353 RUE DU FIEF DU ROC 16110 LA ROCHETTE, et pour lequel, il est titulaire du droit d'effectuer des travaux sur le bien objet du présent contrat. - Assistance pour l'identification des besoins de travaux et établissement d'une proposition de programme. - La réalisation d'un diagnostic technique : Evaluation thermique, Bilan thermique, BAO - Une assistance administrative dans le projet de travaux de rénovation énergétique de l'habit - Aide à la demande de devis et assistance à l'analyse et la compréhension des devis reçus par les entreprises RGE, en vue de leur sélection puis acceptation par le maître d'ouvrage. - La constitution et dépôt des dossiers de demande de subventions (collecte des pièces nécessaires) comprenant la vérification du contenu du dossier et de la recevabilité de la demande du maître de l'ouvrage au regard des règles des différentes subventions. - Lorsqu'un service en ligne est disponible pour l'octroi l'une subvention, le maître de l'ouvrage donne mandat à l'assistant à maîtrise d'ouvrage pour l'obtention de l'accès aux plateformes dématérialisées permettant l'inscription, la transmission du dossier, le suivi du dossier de demande auprès de tout organisme de subvention pour le compte du maître de l'ouvrage, Ce qui peut inclure l'aide à la création d' 'une adresse courriel pour obtenir l'accès à la plateforme jusqu'à la réalisation complète des travaux. Une assistance dans l'obtention de subvention pour l'opération de travaux de rénovation énergétique de l'habitat auprès d'un des organismes suivants : Bureau d' Études & d' Ingénierie Thermique, Sarl au capital de 10000 € Inscrit au RCS de PARIS Siret : 82220387300044 . APE 7112 B siège au 62 Bis Av Henri Ginoux 92120 MONTROUGE contact@kynan-ingenierie.fr",5,amo
